pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-10-10	Mixed Near-and Far-field Integrated Sensing and Communications With Multiple Targets and Users	IEEE Trasactions on Vehicular Technology	Yun Xiao, Enhao Wang, Yunfei Chen, Aissa Ikhlef, Chenguang Liu, Hongjian Sun	asd	asd	''	''
